dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
10676,268393,0,3357,0,3857,500,501,6.714,0.0
10678,3749546,500,5961,500,6961,1000,501,11.922,0.0
10679,974727,500,13119,500,14119,1000,501,26.238,0.0
10681,184800,0,2125,0,2550,425,426,5.0,0.0
10682,21289,54,216,54,324,108,55,4.0,0.0
10683,209348,0,2545,0,3045,500,501,5.09,0.0
10684,432868,93,5486,93,5672,186,94,58.989,0.0
10685,213516,0,1500,0,2500,1000,881,3.0,0.0
10687,317201,500,3518,500,4518,1000,501,7.036,0.0
10689,483348,0,8439,0,8939,500,501,16.878,0.0
10690,32480,83,415,83,581,166,84,5.0,0.0
10691,73966,124,865,124,1113,248,125,6.976,0.0
10693,231882,0,3023,0,3523,500,501,6.046,0.0
10694,281596,500,4500,500,5500,1000,501,9.0,0.0
10695,19984,48,192,48,288,96,49,4.0,0.0
10696,326371,500,3875,500,4875,1000,501,7.75,0.0
10697,310779,500,4351,500,5351,1000,501,8.702,0.0
10698,176075,0,1807,0,2307,500,501,3.614,0.0
10699,1005139,500,23148,500,24148,1000,501,46.296,0.0
10700,204246,496,1984,496,2976,992,497,4.0,0.0
10701,602020,0,9497,0,9997,500,501,18.994,0.0
10702,188968,0,2125,0,2550,425,426,5.0,0.0
10704,378805,0,6596,0,7096,500,501,13.192,0.0
10705,32125,83,415,83,581,166,84,5.0,0.0
10706,344687,500,4000,500,5000,1000,501,8.0,0.0
10707,342683,500,4001,500,5001,1000,501,8.002,0.0
10708,67863,0,748,0,823,75,76,9.973,0.0
10709,4612724,0,11945,0,12445,500,501,23.89,0.0
10711,409115,192,9280,192,9664,384,193,48.333,0.0
10713,262699,0,4091,0,4591,500,501,8.182,0.0
10714,32121,83,415,83,581,166,84,5.0,0.0
10716,401521,500,5000,500,6000,1000,501,10.0,0.0
10718,560594,500,6999,500,7999,1000,501,13.998,0.0
1072,844113,500,13643,500,14643,1000,501,27.286,0.0
10720,970960,500,22323,500,23323,1000,501,44.646,0.0
10722,106543,0,1260,0,1512,252,253,5.0,0.0
10725,430127,0,7882,0,8382,500,501,15.764,0.0
10726,862614,0,6967,0,7467,500,501,13.934,0.0
10727,820322,500,10073,500,11073,1000,501,20.146,0.0
10728,606462,500,11199,500,12199,1000,501,22.398,0.0
10729,186001,0,2229,0,2729,500,501,4.458,0.0
1073,10870,16,128,16,160,32,17,8.0,0.0
10730,720253,500,7500,500,8500,1000,501,15.0,0.0
10731,32143,83,415,83,581,166,84,5.0,0.0
10732,343710,500,4500,500,5500,1000,501,9.0,0.0
10733,307093,0,5513,0,6013,500,501,11.026,0.0
10734,232432,208,2912,208,3328,416,209,14.0,0.0
10735,43935,108,432,108,648,216,109,4.0,0.0
10736,96559,250,1000,250,1500,500,251,4.0,0.0
10737,28152,29,348,29,406,58,30,12.0,0.0
10738,281894,0,4052,0,4552,500,501,8.104,0.0
10739,179362,0,1500,0,2000,500,501,3.0,0.0
1074,413143,0,8500,0,9000,500,501,17.0,0.0
10740,253223,500,3000,500,4000,1000,501,6.0,0.0
10741,78472,160,910,160,1230,320,161,5.688,0.0
10742,181558,0,1500,0,2000,500,501,3.0,0.0
10743,274107,0,4000,0,4500,500,501,8.0,0.0
10745,322775,500,3979,500,4979,1000,501,7.958,0.0
10746,273084,500,3523,500,4523,1000,501,7.046,1.0
10747,151461,0,1458,0,1701,243,244,6.0,0.0
10748,656588,0,8302,0,8802,500,501,16.604,0.0
10750,3850,8,32,8,48,16,9,4.0,0.0
10751,253554,500,4000,500,5000,1000,501,8.0,0.0
10752,252376,0,3906,0,4406,500,501,7.812,0.0
10753,435575,0,7553,0,8053,500,501,15.106,0.0
10754,539735,0,8505,0,9005,500,501,17.01,0.0
10755,219007,0,2000,0,2500,500,501,4.0,0.0
10757,49851,90,807,90,987,180,91,8.967,0.0
10758,258220,500,3000,500,4000,1000,501,6.0,0.0
10759,327319,0,5141,0,5641,500,501,10.282,0.0
10760,415413,0,6000,0,6500,500,501,12.0,0.0
10763,189353,375,2250,375,3000,750,376,6.0,0.0
10764,686286,500,11725,500,12725,1000,501,23.45,0.0
10765,206545,0,3000,0,3500,500,501,6.0,0.0
10766,70609,0,500,0,750,250,251,4.0,0.0
10767,731336,0,11500,0,12000,500,501,23.0,0.0
10768,199746,0,1957,0,2457,500,501,3.914,0.5
10770,242379,0,2489,0,2989,500,501,4.978,0.5
10771,259532,0,3478,0,3978,500,501,6.956,0.0
10773,151755,300,1800,300,2400,600,301,6.0,0.0
10775,882707,0,14877,0,15377,500,501,29.754,0.0
10776,7881,6,132,6,144,12,7,22.0,0.0
10777,168885,85,1268,85,1438,170,86,14.918,0.0
10778,529924,500,6236,500,7236,1000,501,12.472,0.0
10779,1069440,500,24803,500,25803,1000,501,49.606,0.0
10780,213113,0,2500,0,3000,500,501,5.0,0.0
10782,220601,0,3000,0,3500,500,501,6.0,0.0
10783,458849,500,10000,500,11000,1000,501,20.0,0.0
10784,84224,0,918,0,1071,153,154,6.0,0.0
10785,504594,0,6776,0,7276,500,501,13.552,1.0
10786,411734,0,5496,0,5996,500,501,10.992,0.0
10787,257044,500,3000,500,4000,1000,501,6.0,0.0
10788,88907,0,991,0,1239,248,249,3.996,0.0
10789,404309,0,7330,0,7830,500,501,14.66,0.0
10790,462076,0,8030,0,8530,500,501,16.06,0.0
10791,278510,500,3500,500,4500,1000,502,7.0,0.0
10792,222165,500,2500,500,3500,1000,502,5.0,0.0
10793,915112,0,13000,0,13500,500,501,26.0,0.0
10794,615270,500,11918,500,12918,1000,501,23.836,0.0
10795,195819,500,2500,500,3500,1000,502,5.0,0.0
10797,52968,56,895,56,1007,112,58,15.982,0.0
10798,210504,500,2500,500,3500,1000,502,5.0,0.0
10800,715080,999,10433,999,12431,1998,1002,10.443,0.0
10801,2869,4,33,4,41,8,6,8.25,0.0
10802,438858,500,7445,500,8445,1000,502,14.89,0.5
10803,761870,971,9163,971,11605,2442,1474,9.437,0.0
10804,225136,500,2500,500,3500,1000,502,5.0,0.0
10805,333464,596,4595,596,5787,1192,598,7.71,0.0
10806,256517,500,3500,500,4500,1000,502,7.0,0.0
10807,439303,0,5943,0,6443,500,501,11.886,0.0
10808,137499,113,1704,113,1930,226,115,15.08,0.5
10809,273021,0,2761,0,3261,500,501,5.522,0.5
10818,492837,500,7500,500,8500,1000,501,15.0,0.0
1082,20974,19,123,19,170,47,29,6.474,0.5
10828,478148,500,9000,500,10000,1000,501,18.0,0.0
10829,277840,500,5500,500,6500,1000,501,11.0,0.0
10830,371048,500,10000,500,11000,1000,501,20.0,0.0
10834,348269,500,5000,500,6000,1000,501,10.0,0.0
10842,630943,500,10069,500,11069,1000,502,20.138,0.0
10844,518536,464,5912,464,7310,1398,508,12.741,0.0
10846,368748,500,5046,500,6046,1000,502,10.092,0.0
10848,91490,0,1053,0,1134,81,82,13.0,0.0
10850,436632,500,9000,500,10000,1000,502,18.0,0.0
10853,629848,0,11230,0,11730,500,501,22.46,0.0
10857,26342,39,310,39,388,78,41,7.949,0.0
10859,34021,74,296,74,444,148,76,4.0,0.0
10860,147211,250,1829,250,2329,500,252,7.316,0.0
10861,7574,0,119,0,130,11,12,10.818,1.0
10862,279264,500,3000,500,4000,1000,502,6.0,0.0
10864,190207,500,2023,500,3023,1000,502,4.046,0.0
10865,288592,433,3459,433,4325,866,435,7.988,0.0
10866,27821,29,430,29,488,58,31,14.828,0.5
10871,685334,0,12003,0,12503,500,501,24.006,0.0
10872,373868,0,5497,0,5997,500,501,10.994,0.0
10874,295847,0,4000,0,4500,500,501,8.0,0.0
10875,64711,137,548,137,822,274,139,4.0,0.0
10877,614965,0,10000,0,10500,500,501,20.0,0.0
10878,872267,0,12180,0,13180,1000,535,24.36,0.0
10879,600794,500,7210,500,8710,1500,558,14.42,0.0
10880,175244,176,2044,176,2396,352,178,11.614,0.0
10881,7591,16,80,16,112,32,18,5.0,0.0
10882,554355,500,6499,500,7499,1000,502,12.998,0.0
10883,215833,178,2519,178,3053,534,253,14.152,0.0
10884,414047,500,6337,500,7337,1000,502,12.674,0.0
10887,924360,0,12500,0,13000,500,501,25.0,0.0
10889,949638,0,7988,0,8488,500,501,15.976,0.0
10892,435390,500,5000,500,6000,1000,502,10.0,0.0
10895,4272,6,36,6,48,12,8,6.0,0.0
10897,334597,500,6001,500,7001,1000,502,12.002,0.0
10898,315197,250,4251,250,5001,750,369,17.004,0.0
10899,556052,500,10000,500,11000,1000,502,20.0,0.0
10900,215507,0,2500,0,3000,500,501,5.0,0.0
10901,711863,500,6176,500,7676,1500,1002,12.352,0.0
10903,577437,500,9622,500,10622,1000,502,19.244,0.0
10905,419808,0,4801,0,5801,1000,696,9.602,0.0
10906,244388,0,3910,0,4410,500,501,7.82,0.0
10907,19218,0,272,0,306,34,35,8.0,0.0
10908,385658,0,6596,0,7096,500,501,13.192,0.0
1091,7762,0,84,0,96,12,13,7.0,0.0
10912,46423,35,210,35,510,300,207,6.0,0.0
10913,1627,2,16,2,20,4,4,8.0,0.0
10914,1571,1,13,1,15,2,3,13.0,0.0
10916,435197,500,7608,500,8608,1000,501,15.216,0.0
10917,796231,500,10807,500,12307,1500,980,21.614,0.0
10918,400009,500,6092,500,7092,1000,502,12.184,0.0
10919,900308,500,13929,500,15429,1500,1002,27.858,0.0
10924,87309,153,1071,153,1377,306,155,7.0,0.0
10926,260587,158,3002,158,3318,316,160,19.0,0.0
10929,3719,9,26,9,44,18,11,2.889,0.0
10931,615130,500,9498,500,10498,1000,502,18.996,0.0
10932,829397,500,13876,500,14876,1000,502,27.752,0.0
10934,11405,0,108,0,144,36,37,3.0,0.0
10935,397141,0,6148,0,6648,500,501,12.296,0.0
10937,92843,133,1476,133,1742,266,135,11.098,0.0
10938,8115,10,77,10,107,30,19,7.7,0.0
10939,6623,13,77,13,103,26,15,5.923,0.0
10941,339343,500,5416,500,6416,1000,502,10.832,0.0
10942,339437,500,5418,500,6418,1000,502,10.836,0.0
10943,830895,500,16392,500,17392,1000,502,32.784,0.0
10944,114596,234,1223,234,1691,468,236,5.226,0.8333333333333334
10945,301104,500,3981,500,4981,1000,502,7.962,0.0
10946,228661,0,3007,0,3507,500,501,6.014,0.0
10947,884919,500,15571,500,16571,1000,502,31.142,0.0
10948,324128,500,4495,500,5495,1000,502,8.99,0.5
10949,24191,24,312,24,360,48,26,13.0,1.0
10950,60641,47,782,47,876,94,49,16.638,0.0
10951,326736,0,4500,0,5000,500,501,9.0,0.5
10953,8761,19,127,19,165,38,21,6.684,0.0
10954,303489,500,3500,500,4500,1000,502,7.0,0.0
10955,407507,0,5000,0,5500,500,501,10.0,0.0
10958,1037607,500,15964,500,16964,1000,501,31.928,0.0
10960,439108,0,5899,0,6399,500,501,11.798,0.0
10962,313293,500,5604,500,6604,1000,501,11.208,0.0
10963,315807,0,4859,0,5359,500,501,9.718,0.0
10964,268935,0,3697,0,4197,500,501,7.394,0.0
10965,467710,500,5740,500,6740,1000,501,11.48,0.0
10967,330870,0,3000,0,3500,500,501,6.0,0.0
1097,417416,0,8500,0,9000,500,501,17.0,0.0
10970,167943,320,1279,320,1919,640,321,3.997,0.0
10971,61400,63,819,63,945,126,64,13.0,0.0
10972,483537,0,7231,0,7731,500,501,14.462,0.0
10973,41589,101,404,101,606,202,102,4.0,0.5
10974,4256,4,32,4,40,8,5,8.0,0.0
10975,52530,0,789,0,886,97,98,8.134,0.0
10977,340800,500,4991,500,5991,1000,501,9.982,0.0
10980,34419,101,303,101,505,202,102,3.0,0.5
10981,114607,101,1414,101,1616,202,102,14.0,0.0
10982,76065,101,1024,101,1226,202,102,10.139,0.0
10983,104542,187,1295,187,1669,374,188,6.925,0.0
10985,82291,85,1020,85,1190,170,86,12.0,0.0
10986,122433,197,1579,197,1973,394,198,8.015,0.0
10988,583680,500,8500,500,9500,1000,501,17.0,0.0
10989,780106,0,13000,0,13500,500,501,26.0,0.0
10993,104754,0,1357,0,1495,138,139,9.833,0.5
10995,34426,101,303,101,505,202,102,3.0,0.0
10997,69723,0,891,0,990,99,100,9.0,0.0
10998,1242563,985,10712,985,12682,1970,987,10.875,0.0
10999,541477,500,9870,500,10870,1000,501,19.74,0.0
1100,856581,500,13926,500,14926,1000,501,27.852,0.0
11000,365926,500,5500,500,6500,1000,501,11.0,0.0
11001,556061,500,8854,500,9854,1000,501,17.708,0.0
11002,213276,500,2000,500,3000,1000,501,4.0,0.0
11005,660507,500,11499,500,12499,1000,501,22.998,0.0
11006,281062,500,2431,500,3431,1000,501,4.862,0.0
11008,866768,500,13509,500,14509,1000,501,27.018,0.0
11009,233876,500,2915,500,3915,1000,501,5.83,0.0
11012,113061,9,72,9,90,18,10,8.0,0.0
11013,279978,500,3000,500,4000,1000,501,6.0,0.0
11015,150567,132,2308,132,2572,264,134,17.485,0.0
11016,831245,1000,14477,1000,16477,2000,1002,14.477,0.0
11018,473750,500,6500,500,7500,1000,501,13.0,0.0
11019,136998,108,1207,108,1423,216,109,11.176,0.0
11020,303453,500,4808,500,5808,1000,501,9.616,0.0
11029,240925,500,3000,500,4000,1000,501,6.0,0.0
11031,43411,40,336,40,416,80,41,8.4,0.0
11037,636364,500,9488,500,10488,1000,501,18.976,0.0
11040,419112,500,2772,500,3772,1000,501,5.544,0.0
11041,448671,500,7658,500,8658,1000,501,15.316,1.0
11042,3072261,20,160,20,200,40,21,8.0,0.0
11043,346788,0,6467,0,6967,500,501,12.934,0.0
11044,505802,0,8075,0,8575,500,501,16.15,0.5
11045,607846,0,9936,0,10436,500,501,19.872,0.0
11047,11191,21,150,21,192,42,22,7.143,0.0
11048,12630694,232,2088,232,2552,464,233,9.0,0.0
1105,571942,500,8878,500,9878,1000,501,17.756,0.0
11050,469619,0,7397,0,7897,500,501,14.794,1.0
11051,21181,0,280,0,290,10,11,28.0,0.0
11052,30025,31,372,31,434,62,32,12.0,0.0
11053,1262665,500,13048,500,14048,1000,501,26.096,0.0
11054,2588366,59,898,59,1016,118,60,15.22,0.0
11055,233449,500,3500,500,4500,1000,501,7.0,0.0
11056,249166,500,4000,500,5000,1000,501,8.0,0.0
11057,569472,0,8201,0,8701,500,501,16.402,0.0
11058,450736,537,7790,537,8864,1074,539,14.507,0.0
11059,274732,0,3337,0,3837,500,501,6.674,0.0
11060,739265,0,10872,0,11372,500,501,21.744,0.5
11061,429546,0,6500,0,7000,500,501,13.0,0.0
11062,1763158,500,30601,500,31601,1000,501,61.202,0.0
11063,1009524,0,15882,0,16382,500,501,31.764,0.0
11064,83099,36,529,36,601,72,37,14.694,0.0
11065,567343,500,8953,500,9953,1000,501,17.906,0.0
11066,75455,0,990,0,1100,110,111,9.0,0.0
11067,423831,500,5455,500,6455,1000,502,10.91,0.0
11068,176131,500,1500,500,2500,1000,502,3.0,0.0
11069,28134,74,296,74,444,148,76,4.0,1.0
11070,557713,500,8860,500,9860,1000,502,17.72,0.0
11071,234075,0,3500,0,4000,500,501,7.0,0.0
11073,265609,500,2500,500,3500,1000,502,5.0,0.0
11074,559350,500,7684,500,8684,1000,502,15.368,0.0
11075,330975,0,5464,0,5964,500,501,10.928,0.0
11077,469532,500,6984,500,7984,1000,502,13.968,0.0
11080,232161,0,3604,0,3810,206,207,17.495,1.0
11081,347493,0,4468,0,4968,500,501,8.936,0.5
11084,252236,500,2754,500,3754,1000,501,5.508,0.0
11085,251441,368,2574,368,3648,1074,556,6.995,0.0
11098,470113,500,6872,500,7872,1000,501,13.744,0.0
11100,800250,1000,13358,1000,15358,2000,1002,13.358,0.0
11101,596101,1000,10004,1000,12012,2008,1008,10.004,0.0
11102,224130,500,3000,500,4000,1000,501,6.0,0.0
11104,644302,500,9652,500,10652,1000,501,19.304,0.0
11105,70320,46,776,46,868,92,47,16.87,0.0
11106,1489019,71,331,71,473,142,72,4.662,0.5
11108,797540,500,13000,500,14000,1000,501,26.0,0.0
11110,302425,500,5039,500,6039,1000,501,10.078,0.0
11112,222948,500,2000,500,3000,1000,501,4.0,0.0
11113,227410,500,2980,500,3980,1000,501,5.96,0.0
11114,939146,500,17859,500,18859,1000,501,35.718,0.0
11115,61168,88,790,88,966,176,89,8.977,0.0
11119,293193,500,3500,500,4500,1000,501,7.0,0.0
11120,361927,0,6476,0,6976,500,501,12.952,0.0
11122,402137,500,5762,500,6762,1000,501,11.524,0.0
11123,459745,0,8341,0,8841,500,501,16.682,0.75
11124,630215,0,9878,0,10378,500,501,19.756,0.0
11126,278714,500,3000,500,4000,1000,501,6.0,0.0
11127,305113,500,2875,500,3875,1000,501,5.75,0.0
11128,387419,0,5081,0,5581,500,501,10.162,0.0
11129,462648,500,6084,500,7084,1000,501,12.168,0.0
1113,428014,500,7070,500,8070,1000,501,14.14,0.0
11131,585833,500,9801,500,10801,1000,501,19.602,0.5
11132,402929,0,6834,0,7236,402,403,17.0,0.0
11133,1163670,500,18030,500,19030,1000,501,36.06,0.0
11134,13348,0,144,0,160,16,17,9.0,0.0
11135,524416,500,7763,500,8763,1000,501,15.526,0.6666666666666666
11137,366859,500,5799,500,6799,1000,501,11.598,0.0
11138,19510,0,225,0,250,25,26,9.0,0.0
11139,491962,0,7822,0,8322,500,501,15.644,0.0
11140,343546,0,4500,0,5000,500,501,9.0,0.5
11141,2967831,7,56,7,70,14,8,8.0,0.0
11142,361656,0,5500,0,6000,500,501,11.0,0.0
11143,1123527,500,13793,500,14793,1000,501,27.586,0.5
11144,459399,500,7906,500,8906,1000,501,15.812,0.0
11145,396742,0,6000,0,6500,500,501,12.0,0.6666666666666666
11146,677949,0,13906,0,14406,500,501,27.812,0.5
11148,285799,0,3500,0,4000,500,501,7.0,0.0
11150,589099,0,7593,0,8093,500,501,15.186,0.0
11151,72700,62,1105,62,1229,124,63,17.823,0.0
11155,340128,0,5283,0,5783,500,501,10.566,1.0
11158,695144,0,12234,0,12734,500,501,24.468,0.5
11159,316850,500,3998,500,4998,1000,501,7.996,0.0
1116,469487,0,9000,0,9500,500,501,18.0,0.0
11161,684166,498,8007,498,9501,1494,997,16.078,0.0
11165,887500,0,10036,0,10536,500,501,20.072,0.0
11166,433820,0,6730,0,7212,482,483,13.963,0.0
11168,433518,0,7961,0,8461,500,501,15.922,0.0
1117,22942,0,210,0,240,30,31,7.0,0.0
11171,780106,0,13000,0,13500,500,501,26.0,0.0
11173,719913,500,13212,500,14212,1000,501,26.424,0.0
11175,951063,909,11954,909,13772,1818,911,13.151,0.0
11176,1911170,903,11918,903,13724,1806,905,13.198,0.0
11177,293293,500,4499,500,5499,1000,501,8.998,0.0
11178,943508,921,11964,921,13806,1842,923,12.99,0.0
11179,715636,910,9460,910,11280,1820,912,10.396,0.0
1118,146956,298,1926,298,2522,596,299,6.463,0.0
11180,24156,53,159,53,265,106,54,3.0,0.0
11183,263662,500,3000,500,4000,1000,501,6.0,0.0
11185,285168,500,4500,500,5500,1000,501,9.0,0.0
11186,562563,139,1628,139,1906,278,140,11.712,0.0
11188,231220,270,2160,270,2700,540,271,8.0,0.0
11190,442420,500,6500,500,7500,1000,501,13.0,0.0
11192,7137,9,90,9,108,18,10,10.0,0.0
11193,663876,500,9084,500,10084,1000,501,18.168,0.5
11194,295964,500,4000,500,5000,1000,501,8.0,0.0
11195,348457,500,5000,500,6000,1000,501,10.0,1.0
11200,20050,0,290,0,319,29,30,10.0,0.5
11203,1964941,0,26038,0,26472,434,435,59.995,0.0
11204,261117,0,3500,0,4000,500,501,7.0,0.0
11205,512217,0,8352,0,8852,500,501,16.704,0.0
11206,288455,500,3000,500,4000,1000,501,6.0,0.0
11208,66454,80,1440,80,1600,160,81,18.0,0.0
11209,456641,500,7976,500,8976,1000,501,15.952,0.0
11210,411000,0,5731,0,6231,500,501,11.462,0.0
11211,907892,500,14906,500,15906,1000,501,29.812,0.0
11212,220815,500,2000,500,3000,1000,501,4.0,0.0
11213,117793,260,1299,260,1819,520,261,4.996,0.0
11214,638421,500,3794,500,5294,1500,984,7.588,0.5
11215,556561,500,8801,500,9801,1000,501,17.602,0.0
11216,613920,0,9960,0,10460,500,501,19.92,0.0
11219,471832,500,7386,500,8386,1000,501,14.772,0.0
11220,776910,0,14311,0,14811,500,501,28.622,0.0
11221,390227,500,6165,500,7165,1000,501,12.33,0.0
11222,47014,101,416,101,618,202,102,4.119,0.0
11223,323364,0,5001,0,5501,500,501,10.002,0.0
11224,804835,0,17281,0,17781,500,501,34.562,0.0
11225,829457,0,3675,0,3780,105,106,35.0,1.0
11228,334059,500,3499,500,4499,1000,502,6.998,0.5
11229,669466,985,8640,985,11110,2470,1488,8.772,0.0
1123,9044,18,83,18,119,36,19,4.611,0.0
11230,250664,500,1500,500,3000,1500,999,3.0,0.0
11231,292385,500,3500,500,4500,1000,502,7.0,0.0
11232,27740,74,296,74,444,148,76,4.0,0.0
11233,434815,0,5498,0,5998,500,501,10.996,0.0
11234,730108,1000,10888,1000,12888,2000,1003,10.888,0.75
11235,5881,7,105,7,119,14,9,15.0,0.0
11236,715080,999,10433,999,12431,1998,1002,10.443,0.0
11237,261888,500,4000,500,5000,1000,502,8.0,0.0
11239,953308,0,15172,0,15672,500,501,30.344,0.0
11240,462294,0,4087,0,5587,1500,1501,8.174,0.5
11241,434869,0,7670,0,8170,500,501,15.34,0.0
11242,406199,500,6000,500,7000,1000,501,12.0,0.0
11244,771238,500,11393,500,12393,1000,501,22.786,0.0
11251,668058,500,10615,500,11615,1000,501,21.23,0.5
11253,289160,500,3759,500,4759,1000,501,7.518,0.0
11255,249561,328,2956,328,3612,656,330,9.012,0.0
11256,441659,500,7422,500,8422,1000,501,14.844,0.0
11257,728843,500,13000,500,14000,1000,501,26.0,0.0
11258,56118,16,356,16,388,32,17,22.25,0.5
1126,57699,19,133,19,172,39,21,7.0,1.0
11262,260135,500,3500,500,4500,1000,501,7.0,0.0
11265,6032,11,44,11,66,22,12,4.0,0.0
11270,30947,10,49,10,69,20,11,4.9,0.0
11271,354652,500,5819,500,6819,1000,501,11.638,0.5
11272,9449,20,80,20,120,40,21,4.0,0.0
11273,781481,500,13000,500,14000,1000,501,26.0,0.0
11274,46695,114,512,114,740,228,115,4.491,0.0
11275,145486,147,1737,147,2031,294,148,11.816,0.5
11278,23498,35,314,35,384,70,36,8.971,0.0
11280,405146,500,7228,500,8228,1000,501,14.456,0.0
11283,365512,0,5141,0,5641,500,501,10.282,0.0
11290,266207,500,2702,500,3702,1000,501,5.404,0.0
11291,174268,292,1675,292,2259,584,293,5.736,0.0
11293,279966,0,3411,0,3790,379,380,9.0,0.0
11294,320082,500,4000,500,5000,1000,501,8.0,0.0
11295,563351,0,8913,0,9413,500,501,17.826,0.0
11296,789927,0,10474,0,10974,500,501,20.948,0.0
11297,993068,0,14162,0,14662,500,501,28.324,0.0
11298,628524,0,4211,0,4711,500,501,8.422,0.0
11301,271797,0,3500,0,4000,500,501,7.0,0.0
11302,474159,0,3478,0,3978,500,501,6.956,0.0
11303,413016,0,6990,0,7490,500,501,13.98,0.0
11304,1333458,0,24602,0,25102,500,501,49.204,0.0
11305,405850,500,5500,500,6500,1000,501,11.0,0.5
11307,29479,0,378,0,420,42,43,9.0,0.0
11309,698812,0,11998,0,12498,500,501,23.996,0.0
11310,510207,0,7983,0,8983,1000,1001,15.966,0.0
11311,548385,0,7893,0,8393,500,501,15.786,0.0
11312,397562,500,3737,500,4737,1000,501,7.474,0.0
11314,269834,0,3574,0,4074,500,501,7.148,0.0
11316,244806,500,4000,500,5000,1000,501,8.0,0.0
11319,244374,500,3000,500,4000,1000,502,6.0,0.0
11323,648639,500,11818,500,12818,1000,502,23.636,0.0
11324,104187,105,1336,105,1546,210,106,12.724,0.0
11326,211587,500,2000,500,3000,1000,501,4.0,0.0
11327,413614,500,4990,500,5990,1000,502,9.98,0.0
11328,63208,0,828,0,966,138,139,6.0,0.0
11330,478730,0,6629,0,7050,421,422,15.746,0.0
11331,259890,0,3517,0,4017,500,501,7.034,0.0
11333,252777,0,3049,0,3549,500,501,6.098,0.5
11338,376256,500,4002,500,5502,1500,1001,8.004,0.0
11339,191143,500,2500,500,3500,1000,501,5.0,0.0
1134,14424,0,100,0,150,50,51,4.0,0.0
11340,8074,0,130,0,140,10,11,13.0,0.0
11341,242533,500,3457,500,4457,1000,501,6.914,0.0
11342,767802,500,13868,500,14868,1000,501,27.736,0.5
11343,697254,500,12872,500,13872,1000,501,25.744,0.0
11344,185429,500,2000,500,3000,1000,501,4.0,0.0
11348,474730,500,7153,500,8153,1000,501,14.306,0.0
11349,14306,38,114,38,190,76,39,3.0,0.0
11350,582113,500,5523,500,6523,1000,501,11.046,0.0
11351,302139,500,4486,500,5486,1000,501,8.972,0.0
11352,59866,53,318,53,424,106,54,6.0,0.0
11353,380116,500,4322,500,5322,1000,501,8.644,0.0
11354,533511,500,8762,500,9762,1000,501,17.524,0.0
11356,2568582,240,7901,240,8381,480,241,32.921,0.0
11357,2414926,500,2000,500,3000,1000,501,4.0,0.0
1136,190793,500,2000,500,3000,1000,502,4.0,0.0
11361,481256,500,6135,500,7135,1000,501,12.27,0.0
11366,664570,500,11500,500,12500,1000,501,23.0,0.5
11369,697724,1000,10406,1000,12906,2500,1502,10.406,0.0
11370,383403,791,6176,791,7758,1582,793,7.808,0.0
11371,1096736,500,19030,500,20030,1000,501,38.06,1.0
11372,1264616,0,15064,0,15727,663,664,30.128,0.0
11374,2072682,0,30000,0,30500,500,501,60.0,0.0
11375,293222,0,3500,0,4000,500,501,7.0,0.0
11376,282017,0,3174,0,3674,500,501,6.348,0.0
11377,329079,0,5639,0,6139,500,501,11.278,1.0
11379,565764,0,8208,0,8708,500,501,16.416,0.0
11380,328608,500,2810,500,3810,1000,501,5.62,0.0
11383,316172,0,4919,0,5419,500,501,9.838,0.5
11384,610057,0,11378,0,11878,500,501,22.756,0.0
11386,406857,500,5608,500,6608,1000,501,11.216,0.0
11387,270592,0,3500,0,4000,500,501,7.0,0.0
1139,272847,500,2965,500,3965,1000,502,5.93,0.0
11390,691633,0,10372,0,10872,500,501,20.744,0.0
11391,432490,0,6925,0,7425,500,501,13.85,0.0
11392,479710,500,7754,500,8754,1000,501,15.508,0.0
11394,563539,500,10527,500,11527,1000,501,21.054,0.0
11395,397137,500,5500,500,6500,1000,501,11.0,0.0
11396,180388,0,2184,0,2548,364,365,6.0,0.0
11398,542928,0,9024,0,9524,500,501,18.048,0.0
11399,2199,0,10,0,15,5,6,2.0,0.0
11400,1646825,0,33896,0,34396,500,501,67.792,0.0
11403,514768,0,5328,0,5828,500,501,10.656,0.0
11405,586508,0,3434,0,3934,500,501,6.868,0.0
